sample.id,sample.date,day,g__Methanobrevibacter,g__Methanosphaera,g__,g__,g__Actinomyces,g__Varibaculum,g__,g__Corynebacterium,g__Blastococcus,g__,g__Rothia,g__Rhodococcus,g__Propionibacterium,g__,g__Alloscardovia,g__Bifidobacterium,g__,g__Adlercreutzia,g__Atopobium,g__Collinsella,g__Eggerthella,g__Slackia,g__,g__5-7N15,g__Bacteroides,g__Parabacteroides,g__Porphyromonas,g__Prevotella,g__,g__Alistipes,g__,g__,g__Butyricimonas,g__Odoribacter,g__Paraprevotella,g__YRC22,g__[Prevotella],g__,g__Cloacibacterium,g__,g__,g__,g__,g__,g__Bacillus,g__Paenibacillus,g__,g__Lysinibacillus,g__Rummeliibacillus,g__Sporosarcina,g__Staphylococcus,g__,g__Granulicatella,g__Enterococcus,g__Vagococcus,g__,g__Lactobacillus,g__Pediococcus,g__,g__Leuconostoc,g__Lactococcus,g__Streptococcus,g__Turicibacter,g__,g__,g__Christensenella,g__,g__02d06,g__Clostridium,g__SMB53,g__Sarcina,g__Dehalobacterium,g__,g__Pseudoramibacter_Eubacterium,g__,g__Anaerostipes,g__Blautia,g__Coprococcus,g__Dorea,g__Lachnobacterium,g__Lachnospira,g__Moryella,g__Oribacterium,g__Roseburia,g__Ruminococcus,g__[Ruminococcus],g__,g__Peptococcus,g__rc4-4,g__,g__,g__Anaerotruncus,g__Clostridium,g__Faecalibacterium,g__Oscillospira,g__Ruminococcus,g__,g__Anaerovibrio,g__Dialister,g__Megamonas,g__Megasphaera,g__Phascolarctobacterium,g__Veillonella,g__,g__Mogibacterium,g__Anaerococcus,g__Finegoldia,g__Parvimonas,g__Peptoniphilus,g__WAL_1855D,g__ph2,g__,g__,g__Bulleidia,g__Catenibacterium,g__Clostridium,g__Coprobacillus,g__Holdemania,g__RFN20,g__[Eubacterium],g__cc_115,g__Fusobacterium,g__Leptotrichia,g__,g__Victivallis,g__,g__Bosea,g__Phyllobacterium,g__Carludovica,g__Raphanus,g__,g__,g__,g__Sutterella,g__,g__Alicycliphilus,g__Comamonas,g__Limnohabitans,g__,g__Cupriavidus,g__Herminiimonas,g__Oxalobacter,g__Ralstonia,g__,g__Conchiformibius,g__Neisseria,g__,g__Dechloromonas,g__,g__Bilophila,g__Desulfovibrio,g__,g__Campylobacter,g__,g__Succinivibrio,g__Cardiobacterium,g__,g__Aquamonas,g__Enterobacter,g__Erwinia,g__Escherichia,g__Klebsiella,g__Leminorella,g__Morganella,g__Plesiomonas,g__Proteus,g__Providencia,g__Raoultella,g__Salmonella,g__Serratia,g__Legionella,g__,g__Aggregatibacter,g__Haemophilus,g__,g__Acinetobacter,g__Psychrobacter,g__Pseudomonas,g__,g__Pseudoxanthomonas,g__Stenotrophomonas,g__Pyramidobacter,g__Synergistes,g__,g__,g__,g__Akkermansia
X10283.LS.1.14.2015,2015-01-14,28,0.001866667,0.001333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001466667,0.001333333,6.67e-05,0,0.000933333,0,0,6.67e-05,0,0.154333333,0.037333333,0,0.020133333,0.082133333,0,6.67e-05,0.0144,0.004466667,0.0014,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,2e-04,6.67e-05,0,0,0,0,0.000533333,0,0.043133333,0.019866667,0,0.000866667,0,0.0338,0,0,0,0.000266667,0,0.073666667,0.004066667,0.010733333,0.042066667,0.0038,0,0.0146,0,0,0.002666667,0,0.0034,0.000133333,0,0,0.000266667,0.149266667,0.000733333,0,0.058333333,0.006066667,0.039133333,0,0,0.000333333,0,0,0.001933333,0.000133333,6e-04,0,0,0,0.000133333,0,0,0,0,0.0068,0,6.67e-05,0,8e-04,4e-04,0,0.000133333,0,0.000333333,0,0,0,0.002533333,0,0,0,0,2e-04,0,0,0.009,8e-04,0,0,0,0.000533333,0,0,0,0,0,0,6.67e-05,0,0,0,0.003533333,0.0078,0,0,0,0,0,0.0084,0,0,0,0,0,0,0.014,0,0,0,0,6.67e-05,0,0,0,0,0,0,6.67e-05,0,0,6.67e-05,0,0,0,0.000266667,0,0.001466667,0,0.107866667
X10283.LS.1.25.2015,2015-01-25,29,0.002333333,0.001066667,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.0022,0.000133333,0,0.000733333,0,0,4e-04,0,0.1236,0.025133333,0,0.011,0.0664,0,0,0.0154,0.002266667,0.001,0,0,0,0,0,0,0,0.002466667,0,6.67e-05,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0.000133333,6.67e-05,0,0.044933333,0.008133333,6.67e-05,0.002133333,0,0.019866667,0,0,0.000333333,6.67e-05,0,0.045666667,2e-04,0.012066667,0.063466667,0.002866667,0,0.0158,0,0,0.001133333,0,0.007133333,0,0,0,6.67e-05,0.184866667,0.000533333,0,0.054,0.0088,0.014733333,0.0034,0,0.000333333,0,0,0.000133333,6.67e-05,2e-04,0,0,0,6.67e-05,0,0,0,6.67e-05,0.006933333,0,0,0,0.000333333,6.67e-05,0,6.67e-05,0,0.000866667,0,0,6.67e-05,0.003133333,0,0,0,0,0,0,0,0.0036,0,0,0,0,2e-04,6.67e-05,0,0,0,0,0,0,0,0,0,0.003666667,0.004933333,0,0,0,0,0,0.000533333,0,0,0,0,0,0,0.012266667,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0.000133333,0,8e-04,0,0.216266667
X10283.LS.2.8.2015,2015-02-08,30,0.001266667,0.000733333,6.67e-05,0,0.000133333,0,0,0,0,0,0,0,0,0,0,4e-04,0.001333333,0.000266667,0,0.001,0.000133333,0,6.67e-05,0.000133333,0.139533333,0.0292,0,0.019933333,0.056533333,6.67e-05,0,0.009733333,0.005,0.001066667,0,0,0,0,0,0,0,0.000866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0.002133333,0.000133333,0.067266667,0.010066667,0,0.001266667,0,0.022533333,0,0,2e-04,0.000333333,0,0.124733333,6e-04,0.013733333,0.0374,0.005333333,4e-04,0.0096,0,6.67e-05,0.005933333,0,0.0046,0,0,0.000133333,0,0.1878,4e-04,0,0.094533333,0.009333333,0.019333333,0.002466667,0,0.000333333,0,0,4e-04,0.001133333,0.000133333,0,0,0,0,0,0,0,0,0.003866667,0,0,0,6.67e-05,0.000266667,0,6.67e-05,0,0.000266667,0,0,0,0.0034,0,0,0,0,0,0,0,0.0054,0,0,6.67e-05,0,2e-04,0,0,0,0,0,0.000133333,0,0,0,0,0.006333333,0.006,0,0,0,0,6.67e-05,0.0046,0,0,0,0,0,0,0.032133333,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,2e-04,0,0.046933333
X10283.LS.2.23.2015,2015-02-23,31,0.0012,0.001466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0.002866667,0.000266667,0,0.001133333,0,0.000133333,0.000133333,0,0.103533333,0.0278,0,0.027933333,0.026466667,0.000133333,0,0.0054,0.003933333,0.000866667,0,0,0,0,0,0,0,0.001533333,0,0,0,6.67e-05,0,0,0,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0.000266667,0,0.0812,0.0062,6.67e-05,8e-04,0,0.006866667,0,0,0.000266667,0,6.67e-05,0.1266,0.0014,0.0346,0.0856,0.003533333,0.000133333,0.020133333,0,0,0.005266667,0,0.007066667,6.67e-05,0,0,6.67e-05,0.1328,6.67e-05,0,0.1204,0.0064,0.030533333,0.006066667,0,2e-04,0,0,0.000266667,2e-04,2e-04,0,0,0,0,0,0,0,6.67e-05,0.014466667,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0.009,0,0,0,0,0.000333333,0,0,0,0,0,0,0,0,0,0,0.001933333,0.005733333,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0648,0,0,6.67e-05,0,0,6.67e-05,0,0,0,6.67e-05,0,6.67e-05,0,0,0,0,0,0,6.67e-05,0,6e-04,0,0.005266667
X10283.LS.3.8.2015,2015-03-08,32,0.003933333,0.002,0,0,0.000133333,2e-04,0,0,0,0,0.000133333,0,0,0,0,0.0022,0.002066667,0.000466667,0,0.003733333,0,0,0,0,0.194533333,0.019866667,0,0.014066667,0.0442,2e-04,0,0.0104,0.004866667,0.001066667,0,0,0,0,0,0,0,0.000133333,0,0.000133333,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,6.67e-05,0,0.001,0,0.0732,0.005666667,6.67e-05,0.0022,0,0.009666667,0,6.67e-05,0,0,0,0.0452,6e-04,0.007733333,0.021733333,0.001666667,0.000133333,0.0064,0,0,0.010133333,0,0.0014,0,0,0,0.000466667,0.141133333,0.000133333,0,0.156133333,0.002333333,0.033933333,0.0054,0,0.000133333,0,0,6.67e-05,0.000466667,2e-04,0,0,0,0.000266667,0,0,0,6.67e-05,0.024466667,0,0,0,0,6.67e-05,0,0,0.000133333,0,0,0,0,0.001133333,0,0,0,0,0,0,6.67e-05,0.009733333,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.005066667,0.004933333,0,0,0,0,0,0.004733333,0,0,0,0,0,0,0.081933333,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,2e-04,0,6.67e-05,0,0.034333333
X10283.LS.3.24.2015,2015-03-24,33,0.003733333,0.002666667,0,0,6.67e-05,0.000266667,0,0,0,0,6.67e-05,0,0,0,0,2e-04,0.002333333,2e-04,0,0.001466667,0,0,0,0,0.1252,0.027466667,0,0.0402,0.050933333,6.67e-05,0,0.009733333,0.003733333,0.001266667,0,0,0,6.67e-05,0,0,0,8e-04,0,6.67e-05,6.67e-05,0,0,0,0,0,0,2e-04,0.000333333,6.67e-05,0,0,0,0,0,0,0,0.000133333,0,0.0648,0.013466667,0,0.003066667,0,0.007933333,0,0,6.67e-05,0.000133333,6.67e-05,0.0592,0.001133333,0.021733333,0.0624,0.021,0.000133333,0.014066667,0,0,0.002866667,0,0.008933333,0,0,0,2e-04,0.170866667,0.000466667,0,0.071933333,0.005266667,0.019866667,0.009066667,6.67e-05,0,0,0,0.000533333,0,8e-04,0,6e-04,6.67e-05,0.003866667,6.67e-05,6.67e-05,0,6.67e-05,0.011,0,0,0,0.000466667,0.000266667,0,0.000933333,6.67e-05,0.003,0,0,6.67e-05,0.002266667,0,0,0,0,0,0,0,0.003933333,0.000133333,0,0,0,0.000466667,6.67e-05,0,0,0,0,0.000133333,0,0,0,0,0.005133333,0.006466667,0,6.67e-05,0,0,0,0.0012,0,0,0,0,0,0,0.006866667,0,0,0,0,0,6.67e-05,0,0,0.000533333,0,0,0,0,0,0,0,6.67e-05,0,0.000466667,0,6.67e-05,0,0.120133333
X10283.LS.4.4.2015,2015-04-04,34,0.003266667,8e-04,0,0,6.67e-05,0,0,0,0,0,0.000133333,0,0,0,0,0.000266667,0.005,0.000333333,0,0.002333333,0,6.67e-05,0,0,0.0756,0.022666667,0,0.0176,0.019933333,0,0,0.005866667,0.0032,0.000933333,6.67e-05,0,0,0,0,0,0,0.001,0,6.67e-05,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0.000533333,0,0.1004,0.003533333,0.000133333,0.001333333,6.67e-05,0.003133333,6.67e-05,0,2e-04,0,6.67e-05,0.111733333,0.0044,0.046266667,0.074266667,0.004733333,6.67e-05,0.0214,0,0,0.011666667,0,0.006266667,0,0,0.000266667,0,0.136133333,0.000266667,0,0.1654,0.006666667,0.0462,0.0092,0,6.67e-05,6.67e-05,0,2e-04,0.000133333,0.000333333,0,0,0,0,0,0,0,0,0.021933333,0,0,0,0,6.67e-05,0,0,0,0,0,0,0.000133333,0.005133333,0,0,0,0,0,0,6.67e-05,0.004933333,6.67e-05,0,0,0,0.000333333,0,0,0,0,0,0,0,0,0,0,0.003933333,0.005733333,0,0,0,0,0,0.0108,0,0,0,0,0,0,0.022466667,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,6.67e-05,0,0,0,0,0,0,4e-04,0,0.0094
X10283.LS.4.19.2015,2015-04-19,35,0.001133333,0.001533333,0,0,0.000133333,0.000533333,0,0,0,0,0,0,0,0,0,2e-04,0.0016,2e-04,0,0.000333333,0,0.000133333,0,0,0.1278,0.031333333,0,0.0112,0.047866667,2e-04,0,0.009266667,0.002466667,0.001,0,0,0,0,0,0,0,0.000866667,0,0,0,0,0,0,0,0,0,4e-04,0.000333333,0,0,0,0,0,0,0,0,0.000266667,0,0.039866667,0.019,0.000133333,0.0022,0,0.005266667,0,0,2e-04,0,0,0.046266667,0.000866667,0.008333333,0.057733333,0.028466667,6.67e-05,0.009133333,0,0,0.001666667,0,0.0034,0,0,0,0,0.162333333,0.000533333,0,0.052333333,0.004,0.014866667,0.006,0,6.67e-05,0,0,6e-04,4e-04,0.001333333,0,4e-04,0,0.0036,0,6.67e-05,0,0,0.006,0,0,0,0.000266667,0,0,0.000666667,0,0.012666667,0,0,6.67e-05,0.004666667,0,0,0,0,0,0,0,0.001933333,0.000266667,0,0,0,0.000466667,0,0,0,0,0,6.67e-05,0,0,0,0,0.005666667,0.003866667,0,0,0,0,0,0.008133333,0,0,0,0,0,0,0.061466667,0,0,0,0,0,0,0,0,0.002133333,0,0,0,0,0,0,0,0,0,0.000466667,0,0.001533333,0,0.181733333
X10283.LS.5.3.2015,2015-05-03,36,0.001733333,0.000333333,0,0,0,6.67e-05,0,0,0,0,6.67e-05,0,0,0,0,2e-04,0.005133333,2e-04,0,0.004333333,0,0,0,0,0.121733333,0.012333333,0,0.0158,0.029133333,6.67e-05,6.67e-05,0.006266667,0.002933333,8e-04,0,0,0,0,0,0,0,0.001066667,0,0,6.67e-05,0,0,0,0,0,0,6.67e-05,6.67e-05,6.67e-05,0,0,0,0,0,0,0,0.000533333,0,0.085266667,0.0034,0,0.001533333,0,0.0038,0,0,6.67e-05,0,6.67e-05,0.125933333,0.000266667,0.051666667,0.0592,0.016333333,0.000266667,0.028733333,0,0,0.0122,0,0.006733333,0,0,0,0,0.130333333,6.67e-05,0,0.0922,0.0042,0.043,0.006533333,0,0,0,0,0.000133333,0.000133333,2e-04,0,0,0,0.001333333,0,0,0,6.67e-05,0.020666667,0,0,6.67e-05,0.000266667,6.67e-05,0,6e-04,6.67e-05,0.0012,0,0,6.67e-05,0.015266667,0.0012,0,0,0,0,0,0,0.0056,0,0,0,0,4e-04,6.67e-05,0,0,0,0,0,0,0,0,0,0.003733333,0.008266667,0,0,0,0,0,0.014,0,0,0,0,0,0,0.021933333,0,0,6.67e-05,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0.000666667,0,0.028933333
X10283.LS.5.31.2015,2015-05-31,37,0.001466667,0.000333333,0,0,0,6.67e-05,0,0,0,0,0,6.67e-05,0,6.67e-05,0,0.000133333,0.0012,2e-04,0,0.000466667,0,6.67e-05,6.67e-05,0,0.154333333,0.0176,0,0.012933333,0.034466667,0,0,0.010333333,0.005666667,0.001866667,0,0,0,0,0,0,0,2e-04,0,0.000133333,0,0,0,0,0,0,6.67e-05,0.000133333,0,0.000133333,0,0,0,0,0,0,0,0.000133333,6.67e-05,0.051466667,0.007466667,6.67e-05,0.001066667,0.000133333,0.005266667,0,0,0.000266667,0.000133333,0,0.0608,0.000466667,0.015066667,0.076,0.004466667,0,0.031466667,0,0,0.006733333,0,0.005266667,0,0,0,6.67e-05,0.174333333,0.000266667,0,0.089466667,0.007066667,0.0244,0.018133333,0,0.000266667,0,0,0.000466667,0.000266667,0.000133333,0,0,0,8e-04,6.67e-05,0,0,0,0.006066667,0,0,0,6.67e-05,0.000133333,0,0,0,4e-04,0,0,0,0.0014,0,0,6.67e-05,0,0,0,0,0.009133333,0.000333333,0,6.67e-05,0,0.000733333,0,0,0.000133333,0,0,6.67e-05,0,0,0,0,0.003933333,0.003533333,0,0,0,0,0,0.007266667,0,0,0,6.67e-05,0,0,0.069133333,0,0,0,0,0,6.67e-05,6.67e-05,0,0,6.67e-05,0,0,0,0,0,0,6.67e-05,0,0,0,6.67e-05,0,0.073066667
X10283.LS.6.14.2015,2015-06-14,38,0.004133333,0.0012,0,0,6.67e-05,0.0032,0,0,0,0,6.67e-05,0,0,0,0,0.001133333,0.004,4e-04,0,0.002933333,0.000266667,0,0,0,0.161066667,0.0154,6.67e-05,0.026,0.028666667,0,0,0.009066667,0.002266667,0.001333333,0,0,0,0,0,0,0,2e-04,0,0.001266667,0,0,0,0,0,0,0,0.001266667,6e-04,0,0,0,0,0,0,0,0,0.001066667,0,0.090333333,0.006733333,0,0.0032,0,0.003466667,0,0,6.67e-05,0,0,0.089066667,0.0012,0.0288,0.067,0.0418,0,0.004133333,0,0,0.002733333,0,0.006933333,0,6.67e-05,0,0,0.1508,0.000933333,0,0.0546,0.0048,0.0174,0.006133333,0,0.000266667,0,0,0.000466667,6.67e-05,0.000666667,0,0.000466667,0,0.007466667,0,4e-04,0,6.67e-05,0.019333333,0,0,0,0.000733333,2e-04,0,0.0012,0,0.0028,0,0,6.67e-05,0.001266667,0,0,0.000266667,0,0,0,0,0.004,0.000866667,0,0,0,4e-04,6.67e-05,0,0,0,0,0.000466667,0,0,0,0,0.006733333,0.0084,0,0,0,0,0,0.002866667,0,0,0,0,0,0,0.010466667,0,0,0,0,0,0,0,0,0.000733333,0,0,0,0,0,0,0,0,0,0.000133333,0,0.0026,0,0.080666667
